accver	taxid	country	collection_date
JQ838585.1	10541	China	2010-04-30
MN199307.1	10519	United Kingdom	2018-03-31
MN199306.1	10519	United Kingdom	2017-12-31
KY969088.1	10533	Thailand	2016-03-31
KY704357.1	10533	Thailand	2015-12-31
JF712998.1	10519	China	2005-05-31
AY819919.1	108098	NA	NA
AY819912.1	108098	NA	NA
X74657.1	10527	NA	NA
X74664.1	10527	NA	NA
KY549654.1	10519	China	2013-02-23
KY511675.1	1907210	China	2013-02-23
KY511671.1	1907210	China	2013-02-23
KY511670.1	1907210	China	2013-02-23
KY511669.1	1907210	China	2013-02-23
KY511668.1	1907210	China	2013-02-23
KY511667.1	1907210	China	2013-02-23
KY511666.1	1907210	China	2013-02-23
KR090810.1	10519	China	2011-08-28
KR090771.1	10519	China	2013-08-22
KR090762.1	45659	China	2013-08-20
KR090752.1	10519	China	2012-08-16
KC570908.1	10519	Taiwan	2011-05-01
KY969073.1	10515	Thailand	2016-06-30
KP274051.1	35265	Cote d'Ivoire	2011-12-31
KP274050.1	35265	Cote d'Ivoire	2011-12-31
JF713001.1	10519	China	2008-01-31
AY819922.1	108098	NA	NA
AB023547.1	10527	NA	NA
AJ250785.1	32608	NA	NA
MK411408.1	108098	India	2012-12-31
KU872864.1	1916695	Czech Republic	2011-12-31
KR090807.1	10519	China	2011-09-13
KR090755.1	10519	China	2012-07-23
KM103662.1	108098	India	2011-05-03
AB742364.1	754031	Philippines	2010-12-31
AB742363.1	754031	Philippines	2010-12-31
AB685342.1	10519	Mongolia	2009-12-31
GQ265844.1	10519	South Korea	2004-12-31
EU513208.1	108098	China	NA
EU513207.1	108098	China	NA
X13271.1	45659	NA	NA
AB023557.1	46941	NA	NA
KP274052.1	35265	Cote d'Ivoire	2011-12-31
JF713006.1	10519	China	2010-03-31
JF713004.1	10519	China	2008-03-31
JF713003.1	10519	China	2008-04-30
JF713000.1	10519	China	2007-07-31
JF712999.1	10519	China	2006-04-30
EU439572.1	129951	Cuba	NA
AY819904.1	108098	NA	NA
LC159539.1	45659	NA	NA
KP268117.1	108098	Bangladesh: Dhaka	2006-06-26
AB067658.2	45659	NA	NA
AJ250792.1	107681	NA	NA
KP274040.1	130310	Cote d'Ivoire	2011-12-31
KM103668.1	108098	India	2012-07-30
EU513205.1	108098	China	NA
U75953.1	10519	NA	NA
U77394.1	10519	NA	NA
U77393.1	10519	NA	NA
JF713007.1	10519	China	2010-04-30
FJ943600.1	45659	Germany	2006-11-30
FJ943587.1	45659	Germany	2001-11-30
AJ250791.1	107680	NA	NA
AJ250790.1	107679	NA	NA
AJ250789.1	107678	NA	NA
AB067674.1	45659	NA	NA
MK411404.1	108098	India	2012-12-31
JF713009.1	10519	China	2010-05-31
AB436562.1	28280	NA	NA
AB433755.1	28280	Japan:Yamagata	NA
U75955.1	10519	NA	NA
X76550.1	28280	NA	NA
AY819911.1	108098	NA	NA
KP268150.1	108098	Bangladesh: Dhaka	2007-09-25
KP268147.1	108098	Bangladesh: Dhaka	2007-09-01
KP268127.1	108098	Bangladesh: Dhaka	2006-10-30
KP268121.1	108098	Bangladesh: Dhaka	2006-07-26
KP268118.1	108098	Bangladesh: Dhaka	2006-07-22
KP268105.1	108098	Bangladesh: Dhaka	2006-03-14
AB742370.1	754031	Philippines	2010-12-31
JN163975.1	1076321	NA	NA
EU867475.1	45659	Germany	2005-12-31
AJ250784.1	31544	NA	NA
AB067673.1	45659	NA	NA
KY704412.1	45659	Thailand	2015-12-31
JN163982.1	1076312	NA	NA
U77391.1	10519	NA	NA
JF712971.1	45659	China	2009-01-31
JF712966.1	45659	China	2008-01-31
JF712953.1	45659	China	2006-09-30
JF712951.1	45659	China	2006-06-30
JF712948.1	45659	China	2006-04-30
JF712947.1	45659	China	2006-04-30
JF712943.1	45659	China	2005-08-31
JF712939.1	45659	China	2005-08-31
KP268139.1	108098	Bangladesh: Dhaka	2007-04-16
KP268129.1	108098	Bangladesh: Dhaka	2006-11-07
AB685343.1	45659	Mongolia	2009-12-31
JF712955.1	45659	China	2006-09-30
AB366414.1	45659	Japan	NA
AB067672.2	45659	NA	NA
AB067677.1	45659	NA	NA
AB067675.1	45659	NA	NA
AB023558.1	46942	NA	NA
MK411401.1	108098	India	2012-12-31
JX183005.1	45659	Malaysia	2006-12-31
JQ838587.1	10541	China	2011-04-30
KJ643241.1	130309	Thailand	2008-05-11
JF712989.1	28280	China	2007-11-30
JF712974.1	45659	China	2009-03-31
JF712965.1	45659	China	2007-12-31
JF712956.1	45659	China	2006-10-31
JF712950.1	45659	China	2006-06-30
JF712941.1	45659	China	2005-08-31
JF712937.1	45659	China	2005-07-31
EU439573.1	129951	Cuba	NA
JF712946.1	45659	China	2006-01-31
AB366421.1	45659	Japan	NA
AB366417.1	45659	Japan	NA
AB067661.2	45659	NA	NA
AB259822.1	107462	NA	NA
AJ250781.1	10519	NA	NA
AJ250780.1	45659	NA	NA
AB067676.1	45659	NA	NA
JX183052.1	45659	Malaysia	2011-03-31
JX183021.1	45659	Malaysia	2008-10-31
AB023556.1	46940	NA	NA
KR090805.1	28280	China	2011-09-12
KJ643242.1	130309	Thailand	2008-08-21
JF712992.1	28280	China	2008-04-30
JF712991.1	28280	China	2008-03-31
JF712985.1	28280	China	2006-02-28
JF712984.1	28280	China	2005-11-30
JF712975.1	45659	China	2010-05-31
JF712969.1	45659	China	2008-07-31
JF712967.1	45659	China	2008-03-31
JF712962.1	45659	China	2007-08-31
JF712960.1	45659	China	2007-05-31
JF712942.1	45659	China	2005-08-31
JF712938.1	45659	China	2005-07-31
AB023553.1	46926	NA	NA
KY213688.1	1907210	China	2016-11-11
KP268146.1	108098	Bangladesh: Dhaka	2007-08-11
KP268120.1	108098	Bangladesh: Dhaka	2006-07-25
AB901006.1	129951	Japan: Okinawa	2010-06-30
JF712977.1	45659	China	2005-09-30
JF712949.1	45659	China	2006-06-30
JF712944.1	45659	China	2005-12-31
JF713002.1	10519	China	2008-03-31
KC570907.1	28280	Taiwan	2007-05-02
JF712993.1	28280	China	2008-11-30
JF712990.1	28280	China	2008-02-29
JF712973.1	45659	China	2009-06-30
JF712954.1	45659	China	2006-09-30
JF712945.1	45659	China	2005-12-31
AB433754.1	28280	Japan:Yamagata	NA
AB433734.1	28280	Japan:Yamagata	NA
MK473844.1	45659	Uruguay: Rio Santa Lucia	2015-06-30
KF976530.1	130310	Cote d'Ivoire	2011-12-31
JF712959.1	45659	China	2007-03-31
AB091069.1	31545	NA	NA
AB091068.1	31545	NA	NA
AB023552.1	46925	NA	NA
AB023551.1	46924	NA	NA
MF176111.1	1916699	Tanzania	2011-12-31
KU872856.1	1916693	Czech Republic	2011-12-31
JX182990.1	10519	Malaysia	2003-09-30
MF177747.1	10519	Brazil	2001-12-31
JF712994.1	28280	China	2010-05-31
JF712988.1	28280	China	2007-06-30
JF712987.1	28280	China	2006-06-30
JF712986.1	28280	China	2006-04-30
JF712983.1	28280	China	2005-11-30
JF712964.1	45659	China	2007-09-30
JF712963.1	45659	China	2007-08-31
MK473843.1	45659	Uruguay: Rio Santa Lucia	2015-06-30
KU872861.1	1916699	Czech Republic	2011-12-31
JF712940.1	45659	China	2005-08-31
AB023549.1	46922	NA	NA
MF176134.1	1916699	Tanzania	2012-12-31
MF176120.1	1916699	Tanzania	2012-12-31
MF176108.1	1916699	Tanzania	2011-12-31
KU872853.1	1916699	Czech Republic	2011-12-31
MK296433.1	45659	Australia	2017-11-30
MF347686.1	45659	China	2017-05-16
MF347685.1	45659	China	2017-05-16
MF347684.1	45659	China	2017-05-16
MF589703.1	129951	Russia: Novosibirsk	2012-01-24
KY969122.1	46921	Thailand	2016-06-30
MF176127.1	1916699	Tanzania	2012-12-31
AB901004.1	129951	Japan: Okinawa	2010-05-31
KY704367.1	10533	Thailand	2015-12-31
KY704364.1	10533	Thailand	2015-12-31
MF176131.1	1916699	Tanzania	2012-12-31
MF176124.1	1916699	Tanzania	2012-12-31
MF176116.1	1916699	Tanzania	2012-12-31
MF347683.1	45659	China	2017-05-16
MF176125.1	1916699	Tanzania	2012-12-31
MF176122.1	1916699	Tanzania	2012-12-31
MF176114.1	1916699	Tanzania	2012-12-31
AB901005.1	129951	Japan: Okinawa	2010-06-30
AY628148.1	10519	USA	NA
MF176119.1	1916699	Tanzania	2012-12-31
MF176117.1	1916699	Tanzania	2012-12-31
LC215427.1	651580	Japan:Kumamoto	2012-08-09
LC215423.1	651580	Japan:Kumamoto	2012-01-16
AB333801.2	651580	NA	NA
AB098566.1	10527	NA	NA
AB090345.1	31545	Japan: Hiroshima	NA
MF177749.1	10519	Brazil	2000-12-31
MF177748.1	10519	Brazil	1997-12-31
MF176110.1	1916699	Tanzania	2011-12-31
MF176118.1	1916699	Tanzania	2012-12-31
KU872863.1	1916699	Czech Republic	2011-12-31
KU872862.1	1916699	Czech Republic	2011-12-31
MF176128.1	1916699	Tanzania	2012-12-31
MF176112.1	1916699	Tanzania	2011-12-31
MF176109.1	1916699	Tanzania	2011-12-31
MF176107.1	1916699	Tanzania	2011-12-31
JQ838600.1	45659	China	2010-04-30
JN168791.1	45659	China	2005-07-31
KP274046.1	130310	Cote d'Ivoire	2011-12-31
MK994991.1	1907210	Ethiopia	2015-12-31
MK994986.1	1907210	Ethiopia	2015-12-31
MK296443.1	45659	Australia	2017-07-31
MK296441.1	45659	Australia	2017-07-31
KY969085.1	10533	Thailand	2016-02-29
KP662359.1	10533	China	2012-12-31
MK342146.1	45659	Iran	2015-12-31
KY704365.1	10533	Thailand	2015-12-31
KJ425125.1	10519	Gabon	2010-12-31
JN168821.1	45659	China	2008-07-31
JN168817.1	45659	China	2007-08-31
JN168815.1	45659	China	2007-06-30
JN168814.1	45659	China	2007-05-31
JN168806.1	45659	China	2006-06-30
JN168805.1	45659	China	2006-06-30
JN168792.1	45659	China	2005-07-31
MF589705.1	129951	Russia: Novosibirsk	2012-03-17
MF085381.1	10519	Kuwait	2013-03-25
MF085379.1	10519	Kuwait	2013-04-02
JF712968.1	45659	China	2008-05-31
KP662341.1	10533	China	2012-12-31
MF177750.1	45659	Brazil	2002-12-31
KC702815.1	1399591	Rwanda	NA
KC702813.1	1399589	NA	NA
KF279626.1	31544	United Kingdom	1983-12-31
JN168809.1	45659	China	2006-09-30
GQ922045.1	108098	Portugal: Lisbon	2003-12-31
MF085387.1	10519	Kuwait	2013-11-17
MF085378.1	10519	Kuwait	2013-03-03
X74661.1	10529	NA	NA
KY704428.1	45659	Thailand	2015-12-31
KY213689.1	1907210	China	2016-11-11
AB023554.1	46928	NA	NA
LR745924.1	10535	Switzerland	2009-12-31
LR745921.1	10535	Switzerland	2009-12-31
MK674676.1	10533	Thailand	2016-03-13
MF177751.1	45659	Brazil	2004-12-31
KY704414.1	45659	Thailand	2015-12-31
KM659140.1	129951	Democratic Republic of the Congo	NA
KJ425127.1	10519	Gabon	2010-12-31
KF279627.1	31544	United Kingdom	1983-12-31
HG976908.1	45659	Morocco	NA
U77392.1	10519	NA	NA
KY704419.1	45659	Thailand	2015-12-31
GQ377717.1	28280	Brazil: Uberlandia, MG	2002-06-19
AJ005423.1	10535	NA	NA
MF375702.1	1907210	Bangladesh	2014-12-31
KP662344.1	10533	China	2012-12-31
MK674659.1	10533	Thailand	2013-06-05
MF375693.1	1907210	Bangladesh	2013-12-31
KY311565.1	1907210	USA	2016-12-05
AF161569.1	28280	NA	NA
MK674674.1	10533	Thailand	2016-12-21
MF375701.1	1907210	Bangladesh	2014-12-31
KY704417.1	45659	Thailand	2015-12-31
MK674678.1	10533	Thailand	2017-06-22
MK674664.1	10533	Thailand	2014-12-21
MK674663.1	10533	Thailand	2014-02-07
MK674658.1	10533	Thailand	2012-07-18
KU145108.1	10519	Malaysia: Kuala Lumpur	2013-06-06
KU145058.1	10519	Malaysia: Kuala Lumpur	2012-11-29
KP729819.1	10519	Singapore	2013-01-14
FJ025900.1	585077	NA	NA
MF085397.1	45659	Kuwait	2016-02-27
KX691727.1	10519	China	2010-12-31
KX691726.1	10519	China	2010-12-31
KX691725.1	10519	China	2011-12-31
KX691724.1	10519	China	2010-12-31
KX691723.1	10519	China	2010-12-31
KX691722.1	10519	China	2011-12-31
KX691721.1	10519	China	2010-12-31
KX691720.1	10519	China	2010-12-31
KX691719.1	10519	China	2011-12-31
KX691718.1	10519	China	2010-12-31
KX691717.1	10519	China	2011-12-31
KX691716.1	10519	China	2011-12-31
KX691715.1	10519	China	2010-12-31
KX691714.1	10519	China	2011-12-31
KX691713.1	10519	China	2011-12-31
KX691712.1	10519	China	2010-12-31
KX691711.1	10519	China	2010-12-31
KX691710.1	10519	China	2011-12-31
KX691709.1	10519	China	2010-12-31
KX691708.1	10519	China	2011-12-31
KX691707.1	10519	China	2010-12-31
KX691706.1	10519	China	2010-12-31
KX691705.1	10519	China	2010-12-31
KX691704.1	10519	China	2010-12-31
KX691703.1	10519	China	2010-12-31
KX691702.1	10519	China	2010-12-31
KX691701.1	10519	China	2010-12-31
KX691700.1	10519	China	2011-12-31
KX691699.1	10519	China	2010-12-31
KX691698.1	10519	China	2010-12-31
KX691697.1	10519	China	2010-12-31
KX691696.1	10519	China	2010-12-31
KX691695.1	10519	China	2010-12-31
MK580011.1	130309	China	2015-01-25
MK674679.1	10533	Thailand	2017-06-22
MK674662.1	10533	Thailand	2013-10-12
KY704423.1	45659	Thailand	2015-12-31
KU145057.1	10519	Malaysia: Kuala Lumpur	2011-07-23
GQ922044.1	108098	Portugal: Lisbon	2003-12-31
GQ922028.1	108098	Portugal: Lisbon	2003-12-31
MK674671.1	10533	Thailand	2015-05-16
MG199337.1	130308	Denmark	2012-06-30
MF085400.1	45659	Kuwait	2016-11-09
MF085388.1	45659	Kuwait	2013-12-11
MF085380.1	45659	Kuwait	2013-03-27
AB023548.1	28275	NA	NA
MK674669.1	10533	Thailand	2015-06-14
KY704421.1	45659	Thailand	2015-12-31
KY704418.1	45659	Thailand	2015-12-31
KU145046.1	45659	Malaysia: Kuala Lumpur	2011-04-13
KU145036.1	45659	Malaysia: Kuala Lumpur	2011-09-18
KJ425140.1	31544	Gabon	2010-12-31
MK674670.1	10533	Thailand	2015-06-14
MK674660.1	10533	Thailand	2013-07-12
KY704427.1	45659	Thailand	2015-12-31
KU145077.1	10519	Malaysia: Kuala Lumpur	2013-02-17
KU145070.1	10519	Malaysia: Kuala Lumpur	2011-03-29
KP729818.1	10519	Singapore	2013-03-03
KP729817.1	10519	Singapore	2013-02-03
FJ404739.1	28280	China	2006-12-31
LR746111.1	10535	Switzerland	2009-12-31
LR746044.1	10535	Switzerland	2008-12-31
LR746007.1	10535	Switzerland	2011-12-31
LR745983.1	10535	Switzerland	2003-12-31
LR745960.1	10535	Switzerland	1999-12-31
LR745958.1	10535	Switzerland	1998-12-31
MG199353.1	130308	Denmark	2012-05-31
MG199352.1	130308	Denmark	2014-09-30
MG199351.1	130308	Denmark	2015-12-31
MG199350.1	130308	Denmark	2012-03-31
MG199349.1	130308	Denmark	2013-08-31
MG199348.1	130308	Denmark	2014-06-30
MG199347.1	130308	Denmark	2015-04-30
MG199346.1	130308	Denmark	2013-07-31
MG199345.1	130308	Denmark	2014-08-31
MG199344.1	130308	Denmark	2016-06-30
MG199343.1	130308	Denmark	2014-12-31
MG199342.1	130308	Denmark	2016-08-31
MG199341.1	130308	Denmark	2014-02-28
MG199340.1	130308	Denmark	2014-02-28
MG199339.1	130308	Denmark	2014-11-30
MG199338.1	130308	Denmark	2012-05-31
MF176129.1	1916699	Tanzania	2012-12-31
MF085385.1	45659	Kuwait	2014-01-14
AY819809.1	130309	NA	NA
MG000759.1	1337398	Argentina	2005-01-04
MG000707.1	1337398	Argentina	2002-10-22
KU145043.1	45659	Malaysia: Kuala Lumpur	2011-03-13
KU145033.1	45659	Malaysia: Kuala Lumpur	2011-05-07
KU145030.1	45659	Malaysia: Kuala Lumpur	2011-05-31
MK674672.1	10533	Thailand	2015-07-31
MG199360.1	130308	Denmark	2015-04-30
MG199359.1	130308	Denmark	2012-07-31
MG199358.1	130308	Denmark	2012-03-31
MG199357.1	130308	Denmark	2013-02-28
MG199356.1	130308	Denmark	2015-04-30
MG199355.1	130308	Denmark	2015-02-28
MF375695.1	1907210	Bangladesh	2013-12-31
FJ404733.1	28280	China	2006-12-31
LR746050.1	10535	Switzerland	2008-12-31
MG199354.1	130308	Denmark	2015-06-30
KU516678.1	129951	Thailand	2013-12-31
KU516677.1	129951	Thailand	2013-12-31
KU516676.1	129951	Thailand	2013-12-31
AY288114.1	46926	NA	NA
AY819816.1	130309	NA	NA
MG000708.1	1337398	Argentina	2002-10-06
KU145041.1	45659	Malaysia: Kuala Lumpur	2011-01-26
MG199361.1	130308	Denmark	2015-03-31
FJ404730.1	45659	China	2006-12-31
MG000721.1	45659	Argentina	2001-08-06
MG199263.1	108098	Denmark	2015-01-31
MG199262.1	108098	Denmark	2014-12-31
MG199261.1	108098	Denmark	2015-02-28
MG199260.1	108098	Denmark	2015-02-28
MG199259.1	108098	Denmark	2016-03-31
MG199253.1	108098	Denmark	2013-12-31
MG199252.1	108098	Denmark	2013-10-31
MG199251.1	108098	Denmark	2014-02-28
MG199250.1	108098	Denmark	2014-04-30
MG199249.1	108098	Denmark	2014-04-30
MG199248.1	108098	Denmark	2012-01-31
MG199247.1	108098	Denmark	2015-03-31
MG199246.1	108098	Denmark	2014-02-28
MG199245.1	108098	Denmark	2012-02-29
MG199244.1	108098	Denmark	2014-06-30
KU516666.1	129951	Thailand	2011-12-31
KU516665.1	129951	Thailand	2011-12-31
AB920428.1	108098	Japan: Okinawa	2012-06-03
GU048699.1	108098	China:Shanghai	2008-05-07
FJ404732.1	28280	China	2006-12-31
MG000760.1	1337398	Argentina	2000-05-01
MG000758.1	1337398	Argentina	2000-07-19
MG000757.1	1337398	Argentina	2000-08-03
MG000756.1	1337398	Argentina	2001-04-23
MG000740.1	1337398	Argentina	2004-10-20
MG000739.1	1337398	Argentina	2001-05-03
MG000736.1	1337398	Argentina	2003-09-28
MG000735.1	1337398	Argentina	2003-09-29
MG000734.1	1337398	Argentina	2003-09-28
MG000733.1	1337398	Argentina	2004-02-02
MG000725.1	1337398	Argentina	2003-08-10
MG000719.1	1337398	Argentina	2001-02-12
MG000718.1	1337398	Argentina	2002-10-22
MG000714.1	1337398	Argentina	2001-08-12
MG000713.1	1337398	Argentina	2003-07-06
MG000711.1	1337398	Argentina	2001-08-28
MG000709.1	1337398	Argentina	2002-11-26
MH158447.1	1907210	Brazil	2012-12-31
MG199256.1	108098	Denmark	2012-02-29
JQ407707.1	130310	France	2010-09-02
FJ404726.1	45659	China	2005-12-31
LR746089.1	10535	Switzerland	2008-12-31
MG199255.1	108098	Denmark	2014-04-30
MG199254.1	108098	Denmark	2014-05-31
KU145048.1	28280	Malaysia: Kuala Lumpur	2011-09-18
GU048685.1	108098	China:Shanghai	2008-03-02
GU048673.1	108098	China:Shanghai	2007-05-20
GU048670.1	108098	China:Shanghai	2006-12-06
FJ404736.1	45659	China	2006-12-31
EU755358.1	45659	Kuwait	2004-03-31
AM406691.1	10519	Italy	1994-12-31
MG000712.1	1096763	Argentina	2004-01-15
KP729820.1	10519	Singapore	2013-03-19
JQ407715.1	108098	France	2008-10-02
FJ404734.1	45659	China	2006-12-31
LR746128.1	10535	Switzerland	2009-12-31
LR746110.1	10535	Switzerland	2009-12-31
LR746097.1	10535	Switzerland	2008-12-31
LR746049.1	10535	Switzerland	2008-12-31
LR746003.1	10535	Switzerland	2007-12-31
LR746002.1	10535	Switzerland	2007-12-31
LR745995.1	10535	Switzerland	2006-12-31
LR745969.1	10535	Switzerland	1999-12-31
LR745949.1	10535	Switzerland	2009-12-31
LR745945.1	10535	Switzerland	2009-12-31
LR745942.1	10535	Switzerland	2009-12-31
LR745919.1	10535	Switzerland	2009-12-31
LR745913.1	10535	Switzerland	2005-12-31
LR745908.1	10535	Switzerland	2005-12-31
MG000751.1	45659	Argentina	2005-02-16
MG000749.1	45659	Argentina	2004-12-01
MG000748.1	45659	Argentina	2005-01-19
MG000746.1	45659	Argentina	2005-02-08
MG000742.1	45659	Argentina	2005-03-13
MG000738.1	45659	Argentina	2005-05-05
MG000737.1	45659	Argentina	2005-05-09
MG000729.1	45659	Argentina	2005-04-21
MG000724.1	45659	Argentina	2003-08-10
GU048706.1	108098	China:Shanghai	2008-06-25
GU048690.1	108098	China:Shanghai	2008-04-06
GU048683.1	108098	China:Shanghai	2008-01-06
GU048677.1	108098	China:Shanghai	2007-07-25
GU048676.1	108098	China:Shanghai	2007-07-18
GU048675.1	108098	China:Shanghai	2007-07-18
GU048672.1	108098	China:Shanghai	2006-12-17
GU048671.1	108098	China:Shanghai	2006-12-13
GU048668.1	108098	China:Shanghai	2006-11-15
MG199257.1	108098	Denmark	2013-05-31
JQ407716.1	108098	France	2009-12-09
MK411412.1	130309	India	2012-12-31
AY056457.1	28278	NA	NA
MG000755.1	45659	Argentina	2000-10-01
MG000752.1	45659	Argentina	2000-08-17
MG000750.1	45659	Argentina	2004-12-26
MG000723.1	45659	Argentina	2001-07-25
MG000722.1	45659	Argentina	2001-02-06
MG000720.1	45659	Argentina	2001-01-02
MG000717.1	45659	Argentina	2002-12-29
MG000716.1	45659	Argentina	2004-08-11
