accver	taxid	country	collection_date
GU048697.1	108098	China:Shanghai	2008-04-09
GU048693.1	108098	China:Shanghai	2008-04-06
GU048692.1	108098	China:Shanghai	2008-04-06
GU048682.1	108098	China:Shanghai	2008-01-02
GU048669.1	108098	China:Shanghai	2006-11-26
JQ407721.1	108098	France	2009-06-25
MK411413.1	130309	India	2012-12-31
KY704420.1	45659	Thailand	2015-12-31
KY704416.1	45659	Thailand	2015-12-31
AY056458.1	28278	NA	NA
AY056456.1	28278	NA	NA
JQ407719.1	108098	France	2009-07-01
JQ042838.1	46939	United Kingdom	1985-12-31
GU048698.1	108098	China:Shanghai	2008-04-23
GU048688.1	108098	China:Shanghai	2008-04-02
GU048681.1	108098	China:Shanghai	2007-12-19
MF962532.1	10524	Mexico: Cancun, Quintana Roo	2015-12-31
MG000761.1	28280	Argentina	2001-09-02
MG000745.1	28280	Argentina	2005-02-14
MG000744.1	28280	Argentina	2005-04-04
MG000732.1	28280	Argentina	2005-03-09
MG000728.1	28280	Argentina	2004-05-02
MG000727.1	28280	Argentina	2004-03-18
MG000715.1	28280	Argentina	2004-04-16
MG000710.1	28280	Argentina	2001-07-23
JQ407720.1	108098	France	2009-09-20
JQ407717.1	108098	France	2009-01-11
JQ042839.1	46941	United Kingdom	1992-12-31
AM406718.1	28280	Italy	2001-12-31
AY288130.1	46941	NA	NA
AY288123.1	46936	NA	NA
LR745900.1	10535	Switzerland	2005-12-31
JQ042828.1	10527	United Kingdom	1992-12-31
EU755353.1	10519	Kuwait	2004-05-31
AY288128.1	46939	NA	NA
LR746001.1	10535	Switzerland	2007-12-31
MK736433.1	10519	China	2017-08-31
MK736432.1	10519	China	2017-08-31
MK736431.1	10519	China	2017-07-31
MK736430.1	10519	China	2017-06-30
MK736429.1	10519	China	2016-08-31
MK736428.1	10519	China	2016-07-31
MK736427.1	10519	China	2016-07-31
MK736423.1	10519	China	2017-08-31
MH985710.1	45659	China	2016-12-31
MH985714.1	45659	China	2017-05-31
MH985712.1	45659	China	2017-01-31
MH985711.1	45659	China	2016-12-31
MH985709.1	45659	China	2016-11-30
KF495162.1	10533	China: Chongqing	2010-10-19
AY288129.1	46940	NA	NA
LR746129.1	10535	Switzerland	2009-12-31
LR745918.1	10535	Switzerland	2009-12-31
MK736437.1	10519	China	2018-07-31
MK736436.1	10519	China	2018-06-30
MK736434.1	10519	China	2018-06-30
MH985713.1	45659	China	2017-01-31
LR745898.1	10535	Switzerland	2005-12-31
KF279617.1	10519	United Kingdom	1994-12-31
AM406736.1	28280	Italy	1988-12-31
AY288117.1	46929	NA	NA
LR745892.1	10535	Switzerland	2005-12-31
JQ042833.1	46923	United Kingdom	1992-12-31
MK736435.1	10519	China	2018-06-30
KJ807389.1	10519	China	2013-12-17
KJ807381.1	10519	China	2013-01-21
MK736607.1	28280	China	2017-07-31
AY288121.1	46933	NA	NA
AY288118.1	46930	NA	NA
KJ620235.1	28278	Turkey	2005-12-31
JQ407722.1	108098	France	2010-07-12
JQ042831.1	46923	United Kingdom	1993-12-31
JQ042830.1	1167228	United Kingdom	1991-12-31
AY288110.1	46923	NA	NA
KJ807382.1	10519	China	2013-01-23
KP268110.1	129951	Bangladesh: Dhaka	2006-04-15
KP268090.1	129951	Bangladesh: Dhaka	2005-03-21
KP268085.1	129951	Bangladesh: Dhaka	2005-01-16
JQ042840.1	46942	United Kingdom	1992-12-31
AY288131.1	46942	NA	NA
MK736642.1	28280	China	2018-09-30
MK736633.1	28280	China	2018-06-30
MK736632.1	28280	China	2018-06-30
MK736631.1	28280	China	2018-06-30
MK736630.1	28280	China	2018-06-30
MK736629.1	28280	China	2018-06-30
MK736628.1	28280	China	2018-06-30
MK736627.1	28280	China	2018-06-30
MK736625.1	28280	China	2018-06-30
MK736623.1	28280	China	2018-06-30
MK736622.1	28280	China	2018-06-30
MK736621.1	28280	China	2017-08-31
MK736620.1	28280	China	2017-08-31
MK736619.1	28280	China	2017-08-31
MK736618.1	28280	China	2017-08-31
MK736617.1	28280	China	2017-07-31
MK736616.1	28280	China	2017-07-31
MK736615.1	28280	China	2017-07-31
MK736614.1	28280	China	2017-07-31
MK736613.1	28280	China	2017-07-31
MK736612.1	28280	China	2017-07-31
MK736611.1	28280	China	2017-07-31
MK736610.1	28280	China	2017-07-31
MK736609.1	28280	China	2017-07-31
MK736608.1	28280	China	2017-07-31
MK736606.1	28280	China	2017-07-31
MK736605.1	28280	China	2017-06-30
MK736604.1	28280	China	2017-06-30
MK736603.1	28280	China	2017-06-30
MK736602.1	28280	China	2017-06-30
MK736601.1	28280	China	2017-06-30
MK736600.1	28280	China	2017-06-30
MK736599.1	28280	China	2017-06-30
MK736598.1	28280	China	2017-06-30
MK736597.1	28280	China	2017-06-30
MK736596.1	28280	China	2017-06-30
MK736595.1	28280	China	2017-06-30
MK736594.1	28280	China	2017-06-30
MK736593.1	28280	China	2017-06-30
MK736592.1	28280	China	2016-10-31
MK736591.1	28280	China	2016-09-30
MK736590.1	28280	China	2016-09-30
MK736589.1	28280	China	2016-06-30
MK736588.1	28280	China	2016-09-30
MK736587.1	28280	China	2016-09-30
MK736586.1	28280	China	2016-09-30
MK736585.1	28280	China	2016-08-31
MK736584.1	28280	China	2016-07-31
MK736583.1	28280	China	2016-07-31
MK736582.1	28280	China	2016-07-31
MK736581.1	28280	China	2016-07-31
MK736580.1	28280	China	2016-07-31
MK736579.1	28280	China	2016-07-31
MK736577.1	28280	China	2016-07-31
MK736576.1	28280	China	2016-07-31
MK736569.1	28280	China	2016-06-30
MK736568.1	28280	China	2016-06-30
MK736567.1	28280	China	2016-06-30
KX691694.1	28280	China	2011-12-31
KX691693.1	28280	China	2010-12-31
KX691692.1	28280	China	2010-12-31
KX691691.1	28280	China	2010-12-31
KX691690.1	28280	China	2011-12-31
KX691689.1	28280	China	2011-12-31
KP739842.1	10519	Singapore	2013-04-30
KP739841.1	10519	Singapore	2013-02-01
KP729822.1	10519	Singapore	2013-05-14
KP729815.1	10519	Singapore	2013-05-14
KJ807388.1	28280	China	2013-02-09
KJ807380.1	28280	China	2007-11-28
HM449007.1	46941	Canada	2008-04-14
DQ115455.1	10519	NA	NA
KX868374.1	28280	Sweden	NA
KX868373.1	28280	Sweden	NA
KX868334.1	28280	Sweden	NA
KX868302.1	31544	Sweden	NA
AY288124.1	46943	NA	NA
MK736446.1	10519	China	2018-09-30
MK736445.1	10519	China	2018-08-31
MK736444.1	10519	China	2018-07-31
MK736443.1	10519	China	2018-07-31
MK736442.1	10519	China	2018-07-31
MK736441.1	10519	China	2018-07-31
MK736440.1	10519	China	2018-07-31
MK736439.1	10519	China	2018-07-31
MK736438.1	10519	China	2018-07-31
KJ807378.1	10519	China	2011-11-17
KJ807371.1	10519	China	2010-06-28
KJ807369.1	10519	China	2010-04-22
JQ042829.1	46922	United Kingdom	1992-12-31
MK736655.1	130310	China	2018-07-31
MK736652.1	130310	China	2018-06-30
MK736651.1	130310	China	2017-08-31
MK736650.1	130310	China	2017-08-31
MK736648.1	130310	China	2017-08-31
MK736647.1	130310	China	2017-07-31
MK736646.1	130310	China	2017-06-30
MK736644.1	130310	China	2017-06-30
MK736626.1	28280	China	2018-06-30
MK736624.1	28280	China	2018-06-30
MK736578.1	28280	China	2016-07-31
MK736426.1	10519	China	2016-06-30
KX868401.1	1337398	Sweden	NA
KX868352.1	1337398	Sweden	NA
KX868340.1	1337398	Sweden	NA
KX868332.1	1337398	Sweden	NA
MF326943.1	1967472	NA	NA
KP729824.1	10519	Singapore	2013-05-14
KJ807375.1	10519	China	2011-05-29
AY288122.1	46934	NA	NA
DQ115440.1	28280	NA	NA
DQ115419.1	46923	NA	NA
DQ115414.1	31544	NA	NA
KU923805.1	10519	Russia: Nizhny Novgorod	2013-01-31
AY288113.1	46925	NA	NA
KJ620251.1	45659	Turkey	2005-12-31
KJ620236.1	45659	Turkey	2005-12-31
JN176455.1	45659	United Kingdom	2005-12-31
AY288108.1	46922	NA	NA
DQ115429.1	45659	NA	NA
MK736654.1	130310	China	2018-06-30
MK736653.1	130310	China	2018-06-30
MK736645.1	130310	China	2017-06-30
KX868361.1	1337398	Sweden	NA
JQ042844.1	130310	United Kingdom	1992-12-31
HM449011.1	130310	Canada	2008-04-14
DQ115448.1	46942	NA	NA
DQ115447.1	46941	NA	NA
DQ115411.1	46921	NA	NA
KX868310.1	28280	Sweden	NA
MH133255.1	10534	Taiwan	2014-02-26
MG660803.1	10519	Iraq: Baghdad	2015-10-27
KU923806.1	10527	Russia: Nizhny Novgorod	2014-12-31
KJ527482.1	10519	Kenya	2011-10-31
KJ527474.1	10519	Kenya	2011-07-10
KF279618.1	10519	United Kingdom	1983-12-31
KF279615.1	10519	United Kingdom	1983-12-31
DQ115445.1	46939	NA	NA
DQ115422.1	46925	NA	NA
MK736424.1	45659	China	2018-06-30
MK736422.1	45659	China	2017-08-31
MK736421.1	45659	China	2017-07-31
MK736420.1	45659	China	2017-07-31
MK736419.1	45659	China	2017-07-31
MK736418.1	45659	China	2017-07-31
MK736417.1	45659	China	2017-07-31
MK736416.1	45659	China	2017-06-30
MK736415.1	45659	China	2017-06-30
MK736414.1	45659	China	2017-06-30
MK736412.1	45659	China	2017-06-30
MK736411.1	45659	China	2016-09-30
MK736410.1	45659	China	2016-06-30
MK736409.1	45659	China	2016-08-31
MK736408.1	45659	China	2016-08-31
MK736407.1	45659	China	2016-08-31
MK736406.1	45659	China	2016-08-31
MK736405.1	45659	China	2016-08-31
MK736404.1	45659	China	2016-06-30
MK736403.1	45659	China	2016-08-31
MK736402.1	45659	China	2016-08-31
MK736401.1	45659	China	2016-07-31
MK736400.1	45659	China	2016-07-31
MK736399.1	45659	China	2016-06-30
MK736398.1	45659	China	2016-07-31
MK736397.1	45659	China	2016-06-30
MK736396.1	45659	China	2016-07-31
MK736395.1	45659	China	2016-07-31
MK736394.1	45659	China	2016-06-30
MK736393.1	45659	China	2016-07-31
MK736392.1	45659	China	2016-07-31
MK736391.1	45659	China	2016-07-31
MK736390.1	45659	China	2016-07-31
MK736389.1	45659	China	2016-07-31
MK736388.1	45659	China	2016-07-31
MK736387.1	45659	China	2016-07-31
MK736386.1	45659	China	2016-07-31
MK736385.1	45659	China	2016-07-31
MK736384.1	45659	China	2016-07-31
MK736383.1	45659	China	2016-07-31
MK736382.1	45659	China	2016-07-31
MK736381.1	45659	China	2016-07-31
MK736380.1	45659	China	2016-06-30
MK736379.1	45659	China	2016-06-30
MK736378.1	45659	China	2016-06-30
MK736377.1	45659	China	2016-06-30
MK736376.1	45659	China	2016-06-30
MK736375.1	45659	China	2016-06-30
MK736374.1	45659	China	2016-06-30
MK736373.1	45659	China	2016-06-30
MK736372.1	45659	China	2016-06-30
MK736371.1	45659	China	2016-06-30
MK736370.1	45659	China	2016-06-30
MK736369.1	45659	China	2016-06-30
MK736368.1	45659	China	2016-06-30
MK736367.1	45659	China	2016-06-30
MK736366.1	45659	China	2016-05-31
KX868532.1	1096763	Sweden	NA
KX868531.1	45659	Sweden	NA
KX868381.1	45659	Sweden	NA
KX868375.1	45659	Sweden	NA
KX868315.1	45659	Sweden	NA
JQ042835.1	46928	United Kingdom	1991-12-31
JQ042834.1	46928	United Kingdom	1991-12-31
MK736361.1	45659	China	2016-06-30
KX691688.1	130310	China	2010-12-31
JQ042843.1	245072	United Kingdom	1993-12-31
JQ042837.1	46938	United Kingdom	1992-12-31
JQ042832.1	46923	United Kingdom	1991-12-31
AY288127.1	46938	NA	NA
AY288125.1	46935	NA	NA
AY288115.1	46927	NA	NA
AY303952.1	278108	NA	NA
DQ115433.1	46934	NA	NA
KF279623.1	45659	United Kingdom	1991-12-31
KF279619.1	45659	United Kingdom	1996-12-31
DQ115423.1	46926	NA	NA
MK736413.1	45659	China	2017-06-30
KX868499.1	1096763	Sweden	NA
KX868492.1	1096763	Sweden	NA
KX868372.1	1096763	Sweden	NA
KX868343.1	45659	Sweden	NA
KJ620280.1	46924	Turkey	2007-12-31
JQ042836.1	46928	United Kingdom	1992-12-31
FR849554.1	108098	Italy:Torino	2009-04-21
FR849549.1	130309	Italy:Rome	2009-03-25
HM449008.1	130310	Canada	2008-04-14
AY288120.1	46932	NA	NA
AY288112.1	46924	NA	NA
MK736425.1	45659	China	2018-07-31
MK736365.1	45659	China	2016-06-30
MK736364.1	45659	China	2016-06-30
MK736363.1	45659	China	2016-06-30
MK736362.1	45659	China	2016-06-30
MK736360.1	45659	China	2016-06-30
MK736359.1	45659	China	2016-06-30
MK736358.1	45659	China	2016-06-30
MK736355.1	45659	China	2016-06-30
MK736354.1	45659	China	2016-06-30
MK736353.1	45659	China	2016-06-30
KJ527481.1	10519	Kenya	2011-10-31
GQ336985.1	46941	Australia	1991-11-14
DQ115417.1	28278	NA	NA
MK736356.1	45659	China	2016-06-30
MK234912.1	35265	India: Samrala, Punjab	2017-07-31
KX868491.1	1145295	Sweden	NA
KX868459.1	1145295	Sweden	NA
KX868338.1	1145295	Sweden	NA
KX868323.1	1145295	Sweden	NA
KJ807364.1	45659	China	2009-02-14
KJ527473.1	10519	Kenya	2010-07-10
KF279621.1	45659	United Kingdom	1986-12-31
HM449018.1	45659	Canada	2008-04-14
MK736641.1	28280	China	2018-09-30
MK736640.1	28280	China	2018-08-31
MK736639.1	28280	China	2018-08-31
MK736637.1	28280	China	2018-08-31
MK736636.1	28280	China	2018-08-31
MK736635.1	28280	China	2018-07-31
MK736634.1	28280	China	2018-07-31
MK736575.1	28280	China	2016-06-30
MK736574.1	28280	China	2016-06-30
MK736573.1	28280	China	2016-06-30
MK736572.1	28280	China	2016-06-30
MK736571.1	28280	China	2016-06-30
MK736570.1	28280	China	2016-06-30
MK736357.1	45659	China	2016-06-30
KX868439.1	1096763	Sweden	NA
KX868431.1	45659	Sweden	NA
KX868428.1	1096763	Sweden	NA
KX868410.1	1096763	Sweden	NA
KX868409.1	1096763	Sweden	NA
KX868382.1	1096763	Sweden	NA
KX868349.1	1096763	Sweden	NA
AY380330.1	31544	NA	NA
JQ042842.1	218120	United Kingdom	1993-12-31
HM449017.1	46924	Canada	2008-04-14
AY288132.1	218120	NA	NA
MK736638.1	28280	China	2018-07-31
MG199428.1	130310	Denmark	2011-03-31
MG199427.1	130310	Denmark	2013-11-30
MG199426.1	130310	Denmark	2014-05-31
FR849540.1	108098	Italy:Rome	2009-02-24
AY288105.1	28275	NA	NA
AY288116.1	46928	NA	NA
GQ336983.1	46933	Australia	1991-12-03
MK240312.1	35265	India: Ludhiana district of Punjab	2017-03-31
FR849498.1	108098	Italy:Brescia	2008-06-30
MK736566.1	1145295	China	2018-08-31
MK736565.1	1145295	China	2018-08-31
MK736564.1	1145295	China	2018-08-31
MK736563.1	1145295	China	2018-07-31
MK736562.1	1145295	China	2018-07-31
MK736560.1	1145295	China	2018-07-31
MK736559.1	1145295	China	2018-07-31
MK736558.1	1145295	China	2018-07-31
MK736557.1	1145295	China	2018-07-31
MK736556.1	1145295	China	2017-08-31
MK736554.1	1145295	China	2017-07-31
MK736553.1	1145295	China	2017-07-31
MK736552.1	1145295	China	2017-07-31
MK736551.1	1145295	China	2016-08-31
MK736550.1	1145295	China	2016-08-31
MK736549.1	1145295	China	2016-08-31
MK736548.1	1145295	China	2016-07-31
MK736547.1	1145295	China	2016-07-31
MK736546.1	1145295	China	2016-07-31
MK736545.1	1145295	China	2016-06-30
MG199425.1	130310	Denmark	2014-01-31
HM449014.1	245072	Canada	2008-04-14
MH289593.1	45659	Brazil	2014-06-15
MH289556.1	45659	Brazil	2012-08-26
HM641817.2	45659	Morocco	2009-02-28
MK736561.1	1145295	China	2018-07-31
MK736555.1	1145295	China	2017-08-31
JQ407718.1	108098	France	2010-07-21
GQ336986.1	46942	Australia	1987-01-05
EU755354.1	28285	Kuwait	2007-01-31
FR849490.1	108098	Italy:Trieste	2008-05-06
GQ336984.1	46939	Australia	1985-02-25
DQ115424.1	46927	NA	NA
MH289557.1	45659	Brazil	2012-08-28
KU872852.1	1916692	Czech Republic	2011-12-31
GQ336977.1	46928	Australia	1987-11-26
AJ315931.1	31544	NA	NA
MG199258.1	108098	Denmark	2014-02-28
GU799442.2	108098	Morocco	2008-05-08
GQ336980.1	46930	Australia	1986-09-03
MG199424.1	130310	Denmark	2012-07-31
EF176046.1	45659	Taiwan	NA
EF176044.1	45659	Taiwan	NA
HM244899.1	862163	Brazil	2007-12-31
GQ336981.1	46930	Australia	1985-12-31
MH013447.1	10524	Italy	2015-12-31
FR849544.1	108098	Italy:Venezia	2009-03-16
GQ336978.1	46929	Australia	1987-09-14
DQ280366.1	45659	Germany	NA
AJ749847.1	46921	NA	NA
FR849526.1	108098	Italy:Rome	2008-12-01
GQ336982.1	46932	Australia	1986-07-15
AJ749848.1	46923	NA	NA
AJ745889.2	46933	Germany	NA
MH289576.1	45659	Brazil	2013-08-06
HM244897.1	862161	Brazil	2007-12-31
AJ745894.2	46935	Germany	NA
FR849514.1	108098	Italy:Torino	2008-09-23
FN813573.1	45659	Italy:Rome	NA
AJ745890.2	46934	Germany	NA
AJ745888.2	46932	Germany	NA
FN813571.1	45659	Italy:Rome	NA
AJ749855.1	46934	NA	NA
AJ745896.2	46938	Germany	NA
AJ745893.2	46943	Germany	NA
AJ745885.2	46929	Germany	NA
AJ745882.2	46923	NA	NA
KU523574.1	130310	Gabon: Doussala	2014-11-29
AJ745897.2	46939	Germany	NA
AJ745884.2	46927	Germany	NA
AJ745883.2	46924	Germany	NA
AH015831.2	388609	Germany	NA
AB665058.1	651580	Japan:Osaka	2009-12-31
DQ404185.1	388609	Germany	NA
AJ745899.2	245072	Germany	NA
AJ745898.2	218120	Germany	NA
HG976936.1	45659	Morocco	NA
AJ749849.1	46927	NA	NA
AJ745886.2	46930	Germany	NA
DQ145524.1	108098	NA	NA
JF343818.1	108098	USA	2009-06-29
AJ749859.1	46939	NA	NA
AJ745891.2	46936	Germany	NA
JF343823.1	108098	USA	2009-06-16
JF343821.1	108098	USA	2009-08-08
GQ505076.1	45659	China: Hong Kong	NA
GQ505070.1	10519	China: Hong Kong	NA
JF343822.1	108098	USA	2009-08-28
KX712141.1	45659	China	2010-12-31
KX691685.1	45659	China	2010-12-31
KX691684.1	45659	China	2010-12-31
KX691683.1	45659	China	2010-12-31
KX691682.1	45659	China	2010-12-31
KX691681.1	45659	China	2010-12-31
KX691679.1	45659	China	2010-12-31
KX691678.1	45659	China	2010-12-31
KX691677.1	45659	China	2010-12-31
KX691676.1	45659	China	2010-12-31
KX691675.1	45659	China	2010-12-31
KX691674.1	45659	China	2010-12-31
KX691673.1	45659	China	2010-12-31
KX691672.1	45659	China	2010-12-31
KX691670.1	45659	China	2010-12-31
KX691669.1	45659	China	2010-12-31
KX691668.1	45659	China	2010-12-31
KX691667.1	45659	China	2011-12-31
KX691686.1	45659	China	2010-12-31
KX691671.1	45659	China	2010-12-31
KM274916.1	45659	India	2013-02-12
KM274912.1	45659	India	2012-01-21
JQ796061.1	45659	NA	2009-12-31
KU195628.1	45659	Sweden	2014-12-31
KU195627.1	45659	Sweden	2013-12-31
KU195625.1	45659	Sweden	2014-12-31
KU195624.1	45659	Sweden	2013-12-31
KU195623.1	45659	Sweden	2014-12-31
KU195622.1	45659	Sweden	2014-12-31
KU195621.1	45659	Sweden	2013-12-31
KU195620.1	45659	Sweden	2013-12-31
KM274918.1	45659	India	2012-03-13
JF343820.1	108098	USA	2009-06-06
MG517304.1	45659	South Korea	2015-12-31
MG517303.1	45659	South Korea	2015-12-31
MG517301.1	45659	South Korea	2015-12-31
MG517300.1	45659	South Korea	2015-12-31
MG517294.1	45659	South Korea	2014-12-31
KT963953.1	45659	Italy	2013-10-31
KM274914.1	45659	India	2012-02-16
KM274913.1	45659	India	2013-02-06
JQ796050.1	45659	NA	2007-12-31
JQ796022.1	45659	NA	2004-12-31
JQ796023.1	45659	NA	2004-12-31
AB248416.1	45659	Japan	NA
AB248415.1	45659	Japan	NA
AB248405.1	45659	Japan	NA
AY288434.1	232325	NA	NA
KU195630.1	45659	Sweden	2013-12-31
KM274915.1	45659	India	2012-01-17
DQ145522.1	130308	NA	NA
KX691680.1	45659	China	2010-12-31
KU195619.1	31544	Sweden	2013-12-31
KU195618.1	31544	Sweden	2013-12-31
LC496088.1	108098	Japan	2015-12-31
LC496087.1	108098	Japan	2015-12-31
LC496086.1	108098	Japan	2015-12-31
LC496083.1	108098	Japan	2013-12-31
LC496082.1	108098	Japan	2013-12-31
MF085401.1	45659	Kuwait	2016-12-28
KT963954.1	45659	Italy	2013-10-31
KU195629.1	45659	Sweden	2013-12-31
AB248426.1	45659	Japan	NA
AB248424.1	45659	Japan	NA
AB248413.1	45659	Japan	NA
AB248410.1	45659	Japan	NA
AB248407.1	45659	Japan	NA
AB248406.1	45659	Japan	NA
LC496084.1	108098	Japan	2014-12-31
KM274917.1	45659	India	2012-01-27
AJ250708.1	28278	NA	NA
KM274911.1	45659	India	2011-08-09
AJ250709.1	52275	NA	NA
LC128919.1	88059	Japan:Hokkaido, Sapporo	2015-07-02
JF343819.1	693059	USA	2009-07-13
AY684873.1	45659	NA	NA
